City,Latitude,Longitude,Country Code,Max Temp,Humidity,Cloudiness,Wind Speed (mph),Date,Time
Waitati,-45.75,170.57,NZ,66.19,48,44,13.44,04/01/2018,09:44:41
Iquitos,-3.75,-73.25,PE,77,94,40,3.36,04/01/2018,09:00:00
Muravlenko,63.79,74.5,RU,19.21,95,80,7.85,04/01/2018,09:44:41
Woodbury,44.92,-92.96,US,26.6,67,1,2.59,04/01/2018,09:15:00
Novikovo,45.05,34.56,UA,50.53,97,92,6.96,04/01/2018,09:44:50
Cerano,45.41,8.78,IT,41,51,0,2.24,04/01/2018,09:20:00
Rapid City,44.08,-103.23,US,35.6,86,1,5.82,04/01/2018,09:35:00
Goderich,43.74,-81.71,CA,26.5,79,0,13.44,04/01/2018,09:44:52
Hirado,33.32,129.49,JP,73.4,56,40,6.93,04/01/2018,09:00:00
Sambava,-14.27,50.17,MG,81.4,100,24,9.98,04/01/2018,09:44:45
Kralendijk,12.15,-68.27,BQ,78.8,78,80,10.29,04/01/2018,08:55:00
Bom Jesus Do Itabapoana,-21.13,-41.68,BR,64.39,93,8,3.6,04/01/2018,09:44:46
Lubao,14.94,120.6,PH,89.6,52,75,18.34,04/01/2018,09:00:00
Daokou,35.61,105.12,CN,75.64,19,0,6.62,04/01/2018,09:44:55
North Platte,41.12,-100.77,US,23,79,1,10.29,04/01/2018,08:53:00
Mahibadhoo,3.78,72.97,MV,85.45,99,80,4.38,04/01/2018,09:44:47
Manhattan,39.18,-96.57,US,26.6,73,75,7.18,04/01/2018,08:56:00
Baruun-Urt,46.68,113.28,MN,27.94,42,88,10.42,04/01/2018,09:44:48
Port Moresby,-9.47,147.16,PG,91.4,59,40,13.87,04/01/2018,09:00:00
Nago,45.88,10.89,IT,44.6,64,0,3.36,04/01/2018,09:20:00
Lasa,34.92,32.53,CY,53.6,76,0,8.05,04/01/2018,09:30:00
Athabasca,54.72,-113.29,CA,1.03,57,0,4.38,04/01/2018,09:44:58
Seoul,37.57,126.98,KR,73.4,46,75,12.75,04/01/2018,09:00:00
Kailua,21.39,-157.74,US,78.8,78,1,5.82,04/01/2018,08:57:00
Atasu,48.68,71.64,KZ,38.2,62,64,11.65,04/01/2018,09:42:44
Xinmin,42,122.83,CN,66.2,52,90,11.18,04/01/2018,09:00:00
Rokupr,9.01,-12.95,SL,80.6,83,40,6.93,04/01/2018,09:00:00
Ongandjera,-17.88,15.07,NA,67.63,89,64,6.17,04/01/2018,09:44:52
Kouqian,43.66,126.5,CN,60.7,70,92,13,04/01/2018,09:45:01
Parabel,58.71,81.5,RU,21.82,82,80,7.63,04/01/2018,09:44:53
Praia,-20.25,-43.81,BR,69.8,77,0,6.93,04/01/2018,09:00:00
Aketi,2.74,23.78,CD,73.03,95,36,2.93,04/01/2018,09:44:54
Albox,37.39,-2.15,ES,57.2,59,0,2.24,04/01/2018,09:30:00
Kupang,-10.16,123.6,ID,83.83,97,32,4.38,04/01/2018,09:45:03
Honiara,-9.43,159.96,SB,86,79,75,9.17,04/01/2018,09:00:00
Abu Zabad,12.35,29.25,SD,76.99,15,0,10.76,04/01/2018,09:44:55
Axim,4.87,-2.24,GH,81.22,100,24,13.22,04/01/2018,09:45:04
Alepe,5.5,-3.66,CI,80.6,78,20,2.24,04/01/2018,09:00:00
Rundu,-17.91,19.77,NA,68.71,74,8,9.42,04/01/2018,09:44:57
Woodward,36.43,-99.39,US,32,66,90,4.7,04/01/2018,09:15:00
Jawhar,19.91,73.23,IN,95.89,36,0,4.61,04/01/2018,09:44:57
Filingue,14.35,3.32,NE,66.91,44,0,4.16,04/01/2018,09:44:58
Nalut,31.86,10.98,LY,56.65,53,20,5.95,04/01/2018,09:44:58
Gambo,11.96,9.63,NG,69.16,40,0,7.4,04/01/2018,09:45:07
Havre-Saint-Pierre,50.23,-63.6,CA,24.8,92,90,10.29,04/01/2018,09:00:00
Nuuk,64.17,-51.74,GL,20.2,100,12,4.5,04/01/2018,09:44:59
Ayan,40.67,33.6,TR,44.5,75,92,7.63,04/01/2018,09:45:08
Kothen,50.37,9.77,DE,36.04,98,64,4.16,04/01/2018,09:45:00
Kruisfontein,-34,24.73,ZA,66.19,92,8,3.04,04/01/2018,09:45:01
Vieksniai,56.23,22.52,LT,32,100,90,6.93,04/01/2018,09:20:00
Coruripe,-10.12,-36.18,BR,80.41,96,88,8.75,04/01/2018,09:45:10
Great Yarmouth,52.61,1.73,GB,41,93,92,11.41,04/01/2018,09:20:00
Nantucket,41.28,-70.1,US,41,52,75,16.11,04/01/2018,09:15:00
Bitam,2.08,11.49,GA,70.69,97,92,2.71,04/01/2018,09:45:11
Mahbubabad,17.62,80.02,IN,88.6,59,0,9.19,04/01/2018,09:45:03
Victoria Point,-27.58,153.3,AU,84.2,65,20,13.87,04/01/2018,09:30:00
Surin,14.88,103.49,TH,86,70,40,6.17,04/01/2018,09:00:00
Tezu,27.93,96.16,IN,76.36,32,8,1.14,04/01/2018,09:41:22
Palmas,-10.18,-48.33,BR,77,100,75,2.24,04/01/2018,09:00:00
Qingdao,36.09,120.35,CN,77,47,12,13.42,04/01/2018,09:00:00
Chichihualco,17.68,-99.65,MX,58.27,89,8,1.36,04/01/2018,09:45:05
Bonthe,7.53,-12.5,SL,77.62,94,20,4.27,04/01/2018,09:45:05
Ajdabiya,30.75,20.22,LY,56.47,77,20,10.65,04/01/2018,09:45:14
Yeppoon,-23.13,150.74,AU,84.2,54,75,12.75,04/01/2018,09:30:00
Hazorasp,41.32,61.08,UZ,44.6,65,0,13.87,04/01/2018,09:00:00
Price,39.6,-110.81,US,46.4,28,1,9.17,04/01/2018,08:53:00
Port Said,25.34,30.55,EG,63.04,46,8,6.4,04/01/2018,09:45:07
Pascagoula,30.37,-88.56,US,68,93,90,4.72,04/01/2018,09:17:00
Kidal,18.44,1.41,ML,68.08,37,88,2.59,04/01/2018,09:45:16
Simbahan,6.3,120.58,PH,83.29,100,0,11.99,04/01/2018,09:45:08
Belluno,46.14,12.22,IT,44.6,93,0,2.24,04/01/2018,09:20:00
Mpulungu,-8.77,31.12,ZM,65.65,94,48,7.96,04/01/2018,09:45:09
Poya,-21.35,165.16,NC,79.51,96,88,15.79,04/01/2018,09:45:09
Te Anau,-45.41,167.72,NZ,57.55,66,76,13.67,04/01/2018,09:43:45
Male,50.74,33.7,UA,37.48,94,92,12.21,04/01/2018,09:45:18
Mokhotlong,-29.29,29.06,LS,47.02,87,8,2.82,04/01/2018,09:45:19
Patan,27.67,85.33,NP,73.4,46,20,3.36,04/01/2018,09:20:00
Oneonta,42.45,-75.06,US,21.1,72,80,2.15,04/01/2018,09:45:20
Atambua,-9.11,124.89,ID,83.83,95,44,3.27,04/01/2018,09:45:12
Pervomayskoye,57.07,86.23,RU,23.89,94,64,12.21,04/01/2018,09:45:12
Affery,6.32,-3.95,CI,73.66,97,92,5.39,04/01/2018,09:45:13
Beni Suef,29.07,31.1,EG,58.36,69,0,5.95,04/01/2018,09:45:13
Raton,36.9,-104.44,US,37.4,74,1,5.82,04/01/2018,08:54:00
Lembeni,-3.78,37.62,TZ,70.06,95,56,3.38,04/01/2018,09:45:14
Pontes E Lacerda,-15.23,-59.33,BR,66.19,94,8,2.71,04/01/2018,09:45:22
Kulhudhuffushi,6.62,73.07,MV,82.48,100,20,1.92,04/01/2018,09:45:23
Plouzane,48.38,-4.62,FR,50,100,75,18.34,04/01/2018,09:30:00
Dores Do Indaia,-19.46,-45.6,BR,68.26,87,24,5.5,04/01/2018,09:45:24
Esmeraldas,-19.76,-44.31,BR,69.8,77,0,4.7,04/01/2018,09:00:00
Walvis Bay,-22.95,14.51,NA,60.8,82,68,1.12,04/01/2018,09:00:00
Cam Ranh,11.92,109.15,VN,80.5,78,0,12.44,04/01/2018,09:45:26
Soto La Marina,23.77,-98.21,MX,71.86,74,0,11.32,04/01/2018,09:45:18
Teguldet,57.31,88.17,RU,25.96,62,68,7.74,04/01/2018,09:41:09
Menongue,-14.66,17.68,AO,60.97,92,36,2.37,04/01/2018,09:45:19
Bandundu,-3.32,17.38,CD,71.23,100,88,3.04,04/01/2018,09:45:19
Yakeshi,49.28,120.73,CN,32.17,39,8,19.26,04/01/2018,09:45:19
San Jose,15.79,120.99,PH,73.66,98,92,2.93,04/01/2018,09:45:21
Cap Malheureux,-19.98,57.61,MU,82.4,83,40,10.29,04/01/2018,09:00:00
Mizdah,31.45,12.98,LY,52.78,72,20,5.95,04/01/2018,09:45:22
Puerto Montt,-41.47,-72.94,CL,44.6,100,0,2.24,04/01/2018,09:00:00
Grootfontein,-19.56,18.1,NA,61.51,100,80,5.84,04/01/2018,09:45:23
Camabatela,-8.19,15.37,AO,65.11,98,56,3.49,04/01/2018,09:45:23
Kandrian,-6.21,149.55,PG,84.46,75,0,8.75,04/01/2018,09:45:23
Kutoarjo,-7.72,109.9,ID,85.81,81,32,6.29,04/01/2018,09:45:32
Karsun,54.2,46.98,RU,36.67,94,48,8.75,04/01/2018,09:45:24
Clifton,-27.93,151.91,AU,80.6,51,90,12.75,04/01/2018,09:00:00
Fomboni,-12.28,43.74,KM,80.77,100,24,6.4,04/01/2018,09:45:26
Saint-Joseph,43.56,6.97,FR,46.4,63,0,4.7,04/01/2018,09:30:00
North Salt Lake,40.85,-111.91,US,60.8,57,1,5.82,04/01/2018,09:15:00
Gigmoto,13.78,124.39,PH,77.89,100,80,4.94,04/01/2018,09:45:27
Kawalu,-7.38,108.21,ID,72.85,99,36,1.59,04/01/2018,09:45:36
Besuki,-7.73,113.69,ID,81.85,96,56,2.93,04/01/2018,09:45:28
Simpang,4.82,100.71,MY,89.6,62,75,1.12,04/01/2018,09:00:00
Saint-Pierre,48.95,4.24,FR,41,75,0,10.29,04/01/2018,09:30:00
Sinnamary,5.38,-52.96,GF,78.34,100,92,9.64,04/01/2018,09:45:30
Firozpur Jhirka,27.79,76.95,IN,95.17,28,0,8.3,04/01/2018,09:45:30
Ritchie,-29.03,24.6,ZA,64.4,88,0,8.05,04/01/2018,09:00:00
Marrakesh,31.63,-7.99,MA,57.2,71,40,9.17,04/01/2018,09:30:00
Eston,51.15,-108.75,CA,3.2,84,40,9.17,04/01/2018,09:00:00
Guanica,17.97,-66.91,PR,73.4,78,75,8.05,04/01/2018,08:50:00
Portree,57.41,-6.19,GB,35.86,100,48,17.02,04/01/2018,09:45:33
Sao Francisco,-25.65,-53.85,BR,68,100,0,2.37,04/01/2018,09:00:00
Non Sung,15.18,102.26,TH,91.4,52,40,3.36,04/01/2018,09:00:00
Wanning,48.64,13.53,AT,41,75,75,10.29,04/01/2018,09:20:00
Zambezi,-13.55,23.12,ZM,67.63,84,8,10.98,04/01/2018,09:45:34
Khazar,41.99,48.34,RU,46.21,100,0,17.36,04/01/2018,09:45:35
Anadyr,64.73,177.51,RU,35.6,69,0,17.9,04/01/2018,09:00:00
Muswellbrook,-32.27,150.89,AU,82.57,56,0,3.49,04/01/2018,09:45:43
Buta,2.79,24.73,CD,71.23,100,44,2.93,04/01/2018,09:45:44
Hakkari,61.34,23.75,FI,28.4,74,0,8.05,04/01/2018,09:20:00
Qandala,11.47,49.87,SO,82.57,58,24,1.59,04/01/2018,09:45:37
De Aar,-30.65,24.01,ZA,63.67,74,0,10.54,04/01/2018,09:45:37
Saint-Leu,-21.15,55.28,RE,82.4,61,0,4.7,04/01/2018,09:00:00
Bagacay,12.98,124.14,PH,78.16,100,92,8.19,04/01/2018,09:45:38
Koumac,-20.56,164.28,NC,81.31,75,80,10.2,04/01/2018,09:45:38
Gambela,8.25,34.59,ET,70.33,86,56,3.6,04/01/2018,09:45:38
Mandurah,-32.55,115.7,AU,82.4,39,20,11.41,04/01/2018,09:30:00
Erzin,36.95,36.2,TR,53.6,93,0,2.26,04/01/2018,08:50:00
Hays,38.88,-99.33,US,26.6,79,1,8.05,04/01/2018,08:56:00
Belen,36.49,36.19,TR,48.2,100,0,2.93,04/01/2018,09:23:00
Taoudenni,22.68,-3.98,ML,65.29,40,68,6.17,04/01/2018,09:45:40
Mayna,53,91.49,RU,25.06,49,8,2.71,04/01/2018,09:45:41
Sosva,59.17,61.86,RU,31.36,66,0,3.6,04/01/2018,09:45:41
Kaifeng,34.8,114.35,CN,84.2,25,0,6.71,04/01/2018,09:00:00
Cocorit,27.57,-109.96,MX,62.41,60,0,2.37,04/01/2018,09:45:42
Saint-Michel-Des-Saints,46.68,-73.92,CA,6.25,69,0,1.92,04/01/2018,09:45:51
De-Kastri,51.48,140.77,RU,31.63,94,76,10.54,04/01/2018,09:45:43
Zhezkazgan,47.8,67.71,KZ,30.2,68,0,6.71,04/01/2018,09:00:00
Port-Gentil,-0.72,8.78,GA,78.13,100,92,6.04,04/01/2018,09:28:11
Lisakovsk,52.55,62.49,KZ,35.59,96,76,12.44,04/01/2018,09:45:52
Arica,-18.48,-70.32,CL,68,68,0,3.36,04/01/2018,09:00:00
Poltavka,54.36,71.76,RU,27.49,97,80,9.42,04/01/2018,09:45:45
Omsukchan,62.53,155.8,RU,25.06,85,80,10.42,04/01/2018,09:45:45
Coahuayana,18.62,-100.35,MX,64.39,66,12,2.26,04/01/2018,09:45:54
Charters Towers,-20.07,146.27,AU,77.08,83,92,17.02,04/01/2018,09:45:46
Katakwi,1.91,33.96,UG,68.98,100,56,4.16,04/01/2018,09:45:47
Carlos Antonio Lopez,-26.4,-54.77,PY,66.1,97,44,2.15,04/01/2018,09:45:47
Verkhoyansk,67.55,133.39,RU,25.78,67,36,3.71,04/01/2018,09:45:47
Chase,43.89,-85.64,US,30.2,67,1,3.49,04/01/2018,09:19:00
Karabulak,44.91,78.49,KZ,40.36,100,0,3.71,04/01/2018,09:45:56
Yumen,40.29,97.04,CN,53.41,42,20,14.23,04/01/2018,09:45:49
Salta,-24.79,-65.41,AR,62.6,93,75,2.24,04/01/2018,09:00:00
Novaya Bryan,51.72,108.27,RU,28.4,30,40,11.18,04/01/2018,09:00:00
Russell,-33.01,-68.8,AR,64.4,88,75,2.93,04/01/2018,09:00:00
Houma,35.63,111.36,CN,80.5,32,0,4.61,04/01/2018,09:45:58
Nioro,13.79,-15.05,GM,69.34,44,0,5.61,04/01/2018,09:45:59
Zajecar,43.9,22.28,RS,38.92,89,76,6.29,04/01/2018,09:45:51
Hobyo,5.35,48.53,SO,83.29,77,48,4.05,04/01/2018,09:46:00
Mutis,6.23,-77.4,CO,75.19,100,64,4.61,04/01/2018,09:46:00
Madras,44.63,-121.13,US,44.6,79,1,11.41,04/01/2018,09:15:00
Bernal,-34.72,-58.3,AR,68,77,0,8.05,04/01/2018,09:00:00
Reforma,24.02,-104.65,MX,56.83,36,0,8.19,04/01/2018,09:46:02
Boa Vista,2.82,-60.67,BR,84.2,54,0,11.41,04/01/2018,09:00:00
Meghri,38.9,46.25,AM,49.54,55,0,1.59,04/01/2018,09:45:54
Hollins,37.35,-79.95,US,53.6,71,75,4.61,04/01/2018,09:15:00
Kommunar,59.62,30.39,RU,33.8,98,90,8.95,04/01/2018,09:00:00
Kozulka,50.04,23.8,UA,35.6,74,75,22.37,04/01/2018,09:00:00
Ambon,47.55,-2.56,FR,48.2,81,0,6.93,04/01/2018,09:30:00
Capitan Bado,-23.27,-55.53,PY,68.08,99,92,2.15,04/01/2018,09:45:56
Tuntum,-5.26,-44.64,BR,72.67,98,88,3.15,04/01/2018,09:46:05
Inuvik,68.36,-133.71,CA,10.4,78,90,5.82,04/01/2018,09:00:00
Kishcha,42.18,47.58,RU,44.68,42,0,2.71,04/01/2018,09:45:57
Goma,-1.67,29.23,CD,63.4,100,36,2.37,04/01/2018,09:45:58
Tazmalt,36.39,4.4,DZ,50,71,0,6.93,04/01/2018,09:00:00
Dukat,42.44,22.31,RS,37.66,93,64,2.71,04/01/2018,09:45:58
Kondinskoye,59.65,67.41,RU,29.29,81,0,4.61,04/01/2018,09:45:59
Farafangana,-22.82,47.83,MG,77.17,100,76,7.63,04/01/2018,09:45:59
Santiago,-33.44,-70.65,CL,59,72,0,8.05,04/01/2018,09:00:00
At-Bashi,41.17,75.81,KG,41.53,73,24,2.37,04/01/2018,09:46:01
Santa Marta,11.24,-74.21,CO,80.6,69,40,4.7,04/01/2018,09:00:00
Avera,33.19,-82.53,US,64.4,66,1,3.36,04/01/2018,08:55:00
Cedeno,7.05,-72.16,CO,66.91,95,68,2.26,04/01/2018,09:46:03
Robertsport,6.75,-11.37,LR,79.69,100,36,9.98,04/01/2018,09:46:12
Victor Harbor,-35.55,138.62,AU,69.8,49,0,19.46,04/01/2018,09:30:00
Rochester,44.02,-92.46,US,28.4,79,40,4.7,04/01/2018,08:17:00
Taos,36.41,-105.57,US,48.2,28,1,11.41,04/01/2018,09:15:00
Lilongwe,-13.97,33.79,MW,64.4,93,20,6.93,04/01/2018,09:00:00
Constantine,36.36,6.61,DZ,39.2,61,0,3.36,04/01/2018,09:30:00
Sananduva,-27.95,-51.81,BR,61.33,100,88,3.94,04/01/2018,09:46:14
Luena,-11.78,19.91,AO,66.28,94,68,3.83,04/01/2018,09:46:06
Kavaratti,10.57,72.64,IN,84.01,100,0,3.15,04/01/2018,09:46:07
Linxia,35.6,103.21,CN,67.99,22,0,2.48,04/01/2018,09:46:15
Banjar,-7.37,108.54,ID,82.03,82,24,3.04,04/01/2018,09:46:08
Xichang,27.88,102.25,CN,70.6,27,8,1.7,04/01/2018,09:46:16
Valparaiso,41.47,-87.06,US,30.2,50,1,4.7,04/01/2018,09:15:00
Fairbanks,64.84,-147.72,US,30.2,39,1,6.93,04/01/2018,08:58:00
Katangli,51.71,143.23,RU,32.53,99,24,12.21,04/01/2018,09:46:10
Sokode,8.98,1.13,TG,70.96,87,24,4.61,04/01/2018,09:46:18
Balsas,-7.53,-46.04,BR,69.97,97,32,0.69,04/01/2018,09:46:11
Rawson,-43.3,-65.11,AR,60.43,39,0,12.1,04/01/2018,09:46:11
Irmo,34.09,-81.18,US,62.6,48,1,8.05,04/01/2018,09:35:00
Ramanuj Ganj,23.81,83.7,IN,91.84,39,8,6.62,04/01/2018,09:46:12
Bontang,0.12,117.47,ID,79.51,100,68,3.94,04/01/2018,09:46:20
Zihuatanejo,17.64,-101.55,MX,76.27,97,12,4.16,04/01/2018,09:46:13
Volga,44.32,-96.93,US,28.4,92,1,8.05,04/01/2018,09:15:00
Verkhneye Dubrovo,56.75,61.05,RU,28.4,86,90,8.95,04/01/2018,09:00:00
Tabas,33.6,56.92,IR,63.76,49,32,2.15,04/01/2018,09:46:14
Methoni,36.82,21.7,GR,46.4,87,20,17.81,04/01/2018,09:20:00
Calama,-22.46,-68.93,CL,46.4,49,0,11.41,04/01/2018,09:00:00
Tetouan,35.57,-5.37,MA,59,87,40,4.7,04/01/2018,09:30:00
Altay,47.83,88.13,CN,23.89,76,44,3.15,04/01/2018,09:46:16
Yershichi,53.67,32.75,RU,42.16,96,92,19.71,04/01/2018,09:46:25
Visby,57.64,18.3,SE,33.8,80,92,23.04,04/01/2018,09:20:00
Brokopondo,5.06,-54.98,SR,75.2,94,75,1.12,04/01/2018,09:00:00
Grand Gaube,-20.01,57.66,MU,82.4,83,40,10.29,04/01/2018,09:00:00
Beloha,-25.17,45.06,MG,82.39,65,12,12.66,04/01/2018,09:46:27
Glogow,51.66,16.08,PL,33.8,86,90,13.87,04/01/2018,09:30:00
Copperas Cove,31.12,-97.9,US,71.6,72,75,12.75,04/01/2018,09:30:00
Kurilsk,45.23,147.88,RU,34.51,89,0,8.75,04/01/2018,09:46:20
Pocone,-16.26,-56.62,BR,71.77,99,80,5.95,04/01/2018,09:46:20
Aberdeen,45.47,-98.49,US,23,79,1,5.82,04/01/2018,08:53:00
Vestmanna,62.16,-7.17,FO,26.6,86,68,5.82,04/01/2018,09:20:00
Nizwa,22.93,57.53,OM,93.19,17,0,3.94,04/01/2018,09:46:21
Nara,34.68,135.8,JP,71.6,49,40,10.29,04/01/2018,09:00:00
Stephenville,32.22,-98.2,US,50,81,75,6.93,04/01/2018,09:15:00
Balabac,7.99,117.06,PH,83.56,100,0,2.15,04/01/2018,09:46:22
Uribia,11.71,-72.27,CO,74.74,83,32,9.75,04/01/2018,09:46:23
Qianjiang,30.43,112.89,CN,80.59,83,0,4.61,04/01/2018,09:46:23
Gizo,31.8,34.94,IL,60.8,93,90,5.82,04/01/2018,09:35:00
Jaisalmer,26.91,70.91,IN,97.51,26,24,5.73,04/01/2018,09:46:24
Carrollton,33.58,-85.08,US,69.8,42,1,3.36,04/01/2018,08:56:00
Ryotsu,38.08,138.43,JP,59,77,20,6.93,04/01/2018,09:00:00
Roebourne,-20.77,117.15,AU,102.01,25,24,7.74,04/01/2018,09:46:25
Tyukalinsk,55.87,72.2,RU,27.13,100,92,10.2,04/01/2018,09:46:34
Fenoarivo,-18.93,47.44,MG,64.4,82,75,10.29,04/01/2018,09:00:00
Port Macquarie,-31.43,152.91,AU,84.2,54,0,10.29,04/01/2018,09:00:00
Auki,12.18,6.51,NG,65.56,40,0,5.5,04/01/2018,09:46:35
Vila Franca Do Campo,37.72,-25.43,PT,60.8,93,75,13.87,04/01/2018,09:30:00
Coquimbo,-29.95,-71.34,CL,57.2,87,90,2.24,04/01/2018,09:00:00
Mangaratiba,-22.96,-44.04,BR,78.8,78,75,4.7,04/01/2018,09:00:00
Camacha,33.08,-16.33,PT,60.8,82,20,9.17,04/01/2018,09:30:00
Exeter,50.73,-3.53,GB,46.39,96,92,15.23,04/01/2018,09:46:06
Prado,-17.34,-39.22,BR,80.59,94,76,7.74,04/01/2018,09:46:38
Satuk,41.23,32.38,TR,44.77,100,92,3.6,04/01/2018,09:46:38
Kirkenaer,60.46,12.06,NO,19.21,79,80,4.5,04/01/2018,09:46:30
Kabin Buri,13.95,101.72,TH,90.13,73,56,4.05,04/01/2018,09:46:31
Henties Bay,-22.12,14.28,NA,63.76,99,76,4.83,04/01/2018,09:46:31
Belomorsk,64.52,34.76,RU,21.64,83,44,6.96,04/01/2018,09:46:31
Ketchikan,55.34,-131.65,US,37.4,59,1,3.36,04/01/2018,08:53:00
Abastumani,41.75,42.83,GE,57.2,50,0,23.04,04/01/2018,09:00:00
Rincon,32.3,-81.24,US,62.6,88,1,5.82,04/01/2018,09:35:00
Hanyang,32.14,105.51,CN,77.35,43,8,4.38,04/01/2018,09:46:41
Lara,-16.45,-71.53,PE,48.2,81,0,4.05,04/01/2018,09:00:00
Playa Vicente,17.83,-95.81,MX,73.39,76,0,6.85,04/01/2018,09:46:34
Bure,10.52,10.33,NG,71.77,36,0,7.63,04/01/2018,09:46:35
Birobidzhan,48.79,132.93,RU,54.31,94,92,10.31,04/01/2018,09:46:44
Jutai,-1.71,-47.89,BR,72.31,100,80,1.14,04/01/2018,09:46:36
Halifax,44.65,-63.58,CA,35.6,80,20,13.87,04/01/2018,09:06:00
Papara,-3.98,-38.73,BR,80.6,88,75,4.7,04/01/2018,09:00:00
Kovernino,57.13,43.81,RU,33.43,95,92,12.55,04/01/2018,09:46:45
Lesnyye Polyany,55.97,37.87,RU,37.4,93,40,13.42,04/01/2018,09:00:00
Lieksa,63.32,30.02,FI,23.71,85,88,7.4,04/01/2018,09:46:38
Tacligan,13.4,121.06,PH,78.52,96,36,3.15,04/01/2018,09:46:39
Saint Anthony,43.97,-111.68,US,46.4,52,90,19.46,04/01/2018,08:56:00
Novaya Chigla,51.22,40.48,RU,35.14,93,80,15.68,04/01/2018,09:46:40
Lismore,-28.81,153.28,AU,70.33,97,80,3.15,04/01/2018,09:46:48
Saquarema,-22.93,-42.51,BR,80.6,88,0,4.7,04/01/2018,09:00:00
Kalanguy,51.01,116.52,RU,27.49,35,0,16.69,04/01/2018,09:46:41
Chapais,49.78,-74.86,CA,3.2,84,90,2.24,04/01/2018,09:06:00
San Miguelito,13.74,-87.49,HN,68,68,75,9.17,04/01/2018,09:00:00
Guangyuan,32.43,105.86,CN,77.35,43,8,4.38,04/01/2018,09:46:51
Napasar,27.97,73.56,IN,98.95,17,0,7.18,04/01/2018,09:46:51
Korampallam,8.77,78.1,IN,93.91,54,0,2.71,04/01/2018,09:46:44
Haines Junction,60.75,-137.51,CA,16.69,77,68,6.17,04/01/2018,09:46:44
Maldonado,-34.91,-54.96,UY,69.8,83,75,12.75,04/01/2018,09:00:00
Dongsheng,29.72,112.52,CN,81.13,79,0,6.06,04/01/2018,09:46:45
Gao,16.28,-0.04,ML,70.96,36,80,2.59,04/01/2018,09:46:45
Derzhavinsk,51.1,66.31,KZ,29.47,94,92,11.21,04/01/2018,09:46:45
Abu Dhabi,24.47,54.37,AE,77,69,0,3.36,04/01/2018,09:00:00
San Francisco,37.78,-122.42,US,62.6,67,1,27.51,04/01/2018,09:00:00
Barinas,8.64,-70.23,VE,73.39,87,92,2.71,04/01/2018,09:46:48
Tabuk,17.41,121.44,PH,68.35,96,92,2.37,04/01/2018,09:46:49
Whitehorse,60.72,-135.06,CA,23,67,90,5.82,04/01/2018,09:00:00
Mwembe,-4.16,37.84,TZ,70.69,85,88,2.71,04/01/2018,09:46:58
Fort Saint James,54.43,-124.25,CA,16.33,56,0,5.61,04/01/2018,09:46:50
Maningrida,-12.05,134.23,AU,90.94,60,36,10.54,04/01/2018,09:46:50
Apatin,45.67,18.98,RS,39.2,86,0,6.93,04/01/2018,09:30:00
Normandin,48.84,-72.53,CA,14,66,20,5.82,04/01/2018,09:00:00
Provost,52.35,-110.26,CA,-11.93,36,0,2.93,04/01/2018,09:46:51
Fuerte Olimpo,-21.04,-57.87,BR,71.41,97,80,3.71,04/01/2018,09:46:52
Dodoma,-6.18,35.75,TZ,70.78,81,44,4.5,04/01/2018,09:46:52
Kerouane,12.23,-12.34,GN,69.34,75,20,2.15,04/01/2018,09:46:52
Malpe,13.35,74.72,IN,87.8,66,40,4.7,04/01/2018,09:30:00
